,age,job,marital,education,default,housing_loan,personal_loan,last_contact_month,day_of_week,num_contact_compaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,term_deposit
2037,48,entrepreneur,married,basic.6y,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
2038,34,technician,married,university.degree,no,no,yes,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2039,42,admin.,single,high.school,no,no,no,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2040,33,technician,single,professional.course,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2041,28,unemployed,single,basic.4y,no,yes,no,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no
2042,58,retired,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
2043,43,management,married,high.school,no,yes,yes,nov,mon,3,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2044,28,technician,single,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
2045,37,admin.,single,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2046,43,blue-collar,married,basic.4y,no,yes,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2047,30,admin.,single,university.degree,no,no,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2048,36,self-employed,single,university.degree,no,no,no,jul,mon,1,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2049,50,management,married,university.degree,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2050,37,self-employed,married,basic.9y,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2051,30,admin.,single,high.school,no,yes,no,apr,mon,3,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2052,46,technician,single,university.degree,no,no,no,aug,thu,2,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2053,34,technician,single,high.school,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2054,52,admin.,divorced,basic.6y,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2055,54,technician,married,university.degree,no,no,no,may,fri,7,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2056,43,services,married,university.degree,no,yes,no,jul,tue,1,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2057,35,services,married,high.school,no,no,no,may,mon,3,0,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
2058,40,entrepreneur,married,basic.4y,no,yes,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2059,32,blue-collar,married,basic.9y,no,yes,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2060,31,technician,married,professional.course,no,yes,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2061,41,blue-collar,married,basic.4y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2062,29,blue-collar,married,high.school,no,yes,no,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2063,53,blue-collar,married,basic.9y,no,yes,no,jul,tue,4,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2064,47,admin.,married,high.school,no,yes,no,aug,mon,3,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
2065,51,services,married,high.school,no,yes,no,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2066,35,technician,single,professional.course,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2067,51,technician,married,basic.6y,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2068,44,blue-collar,married,basic.6y,no,yes,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2069,59,admin.,married,university.degree,no,yes,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2070,31,management,married,university.degree,no,no,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2071,31,admin.,divorced,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
2072,41,technician,married,professional.course,no,no,no,apr,fri,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2073,32,services,married,high.school,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
2074,32,housemaid,single,high.school,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2075,56,admin.,single,basic.9y,no,no,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2076,51,admin.,married,university.degree,no,yes,no,jul,fri,5,0,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes
2077,53,blue-collar,married,basic.4y,no,no,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2078,25,technician,single,professional.course,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2079,33,management,married,university.degree,no,no,yes,nov,wed,1,0,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
2080,41,blue-collar,married,basic.9y,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2081,28,services,single,university.degree,no,no,no,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2082,48,management,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
2083,28,blue-collar,single,basic.9y,no,yes,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2084,43,services,married,basic.9y,no,no,no,jun,thu,17,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2085,29,management,single,university.degree,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2086,36,blue-collar,divorced,high.school,no,yes,no,jun,wed,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2087,30,admin.,single,university.degree,no,yes,no,jul,thu,8,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
2088,49,admin.,single,basic.6y,no,yes,yes,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2089,55,admin.,married,high.school,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2090,34,management,single,university.degree,no,yes,yes,nov,thu,2,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2091,29,management,married,university.degree,no,yes,no,aug,thu,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
2092,35,admin.,single,university.degree,no,yes,yes,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
2093,40,technician,married,basic.9y,no,no,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2094,42,housemaid,married,university.degree,no,no,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2095,34,admin.,single,high.school,no,yes,yes,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2096,47,technician,married,high.school,no,yes,no,nov,fri,3,0,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
2097,39,admin.,married,university.degree,no,yes,no,aug,fri,4,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2098,55,technician,married,basic.6y,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2099,44,services,married,high.school,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2100,34,blue-collar,married,basic.6y,no,no,yes,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2101,45,admin.,married,university.degree,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2102,50,admin.,married,university.degree,no,yes,no,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
2103,55,self-employed,married,basic.9y,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
2104,28,admin.,married,high.school,no,no,no,jul,tue,3,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2105,30,technician,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2106,32,housemaid,married,basic.4y,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2107,31,management,married,university.degree,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2108,32,services,married,high.school,no,yes,no,may,thu,12,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2109,39,blue-collar,married,professional.course,no,no,no,may,mon,5,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2110,24,admin.,single,high.school,no,yes,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
2111,57,retired,married,professional.course,no,yes,no,jun,mon,2,0,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
2112,27,technician,married,university.degree,no,yes,no,may,fri,3,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2113,44,admin.,married,university.degree,no,yes,no,aug,thu,2,0,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
2114,32,admin.,married,university.degree,no,yes,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
2115,37,housemaid,married,university.degree,no,yes,no,jun,fri,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2116,29,admin.,married,university.degree,no,no,no,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2117,31,unemployed,single,university.degree,no,yes,no,mar,tue,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
2118,58,blue-collar,married,basic.4y,no,yes,no,jul,fri,4,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2119,32,technician,single,professional.course,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2120,48,services,married,basic.4y,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2121,42,blue-collar,married,professional.course,no,yes,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2122,31,admin.,single,university.degree,no,no,yes,nov,wed,2,3,6,success,-1.1,94.767,-50.8,1.048,4963.6,no
2123,41,blue-collar,married,basic.9y,no,no,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2124,33,self-employed,single,basic.4y,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
2125,45,technician,married,professional.course,no,no,no,jul,wed,5,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2126,30,admin.,married,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
2127,30,admin.,single,university.degree,no,no,no,jul,wed,3,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2128,53,self-employed,married,basic.9y,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2130,27,admin.,single,university.degree,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2131,46,admin.,married,high.school,no,yes,no,jul,tue,6,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2132,29,admin.,single,university.degree,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2133,43,management,married,university.degree,no,no,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2134,26,admin.,single,university.degree,no,no,no,oct,fri,2,0,1,failure,-3.4,92.431,-26.9,0.73,5017.5,no
2135,47,admin.,married,university.degree,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2136,39,blue-collar,married,basic.9y,no,no,no,may,tue,4,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
2137,29,self-employed,single,university.degree,no,yes,yes,jul,thu,8,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2138,33,admin.,single,university.degree,no,no,no,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes
2139,56,retired,married,high.school,no,yes,yes,aug,tue,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,no
2140,30,technician,single,university.degree,no,yes,no,jun,fri,2,0,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
2141,32,technician,married,university.degree,no,no,yes,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2142,33,services,married,professional.course,no,no,no,oct,mon,1,0,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no
2143,49,technician,married,university.degree,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2144,33,blue-collar,married,basic.6y,no,yes,no,may,wed,1,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
2145,58,self-employed,married,university.degree,no,no,no,nov,wed,1,0,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
2146,37,admin.,married,professional.course,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2147,48,housemaid,married,high.school,no,no,no,jun,tue,1,0,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
2148,39,technician,married,basic.6y,no,no,no,apr,tue,3,0,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
2149,53,admin.,single,basic.6y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2150,59,housemaid,married,basic.4y,no,no,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2151,40,admin.,married,university.degree,no,no,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2152,44,blue-collar,single,basic.9y,no,yes,yes,nov,tue,1,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2153,39,technician,married,professional.course,no,no,no,oct,thu,1,0,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,yes
2154,30,self-employed,married,university.degree,no,yes,no,jun,fri,2,0,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
2155,48,admin.,married,university.degree,no,yes,no,aug,wed,7,0,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
2156,51,technician,divorced,high.school,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2157,29,admin.,married,university.degree,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2158,38,blue-collar,single,high.school,no,no,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2159,30,blue-collar,married,basic.4y,no,yes,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
2160,62,retired,single,university.degree,no,yes,yes,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
2161,30,technician,single,professional.course,no,yes,no,aug,thu,4,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2162,36,admin.,single,high.school,no,yes,no,aug,fri,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
2163,32,student,single,university.degree,no,no,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2164,56,unemployed,married,basic.9y,no,yes,yes,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2165,39,admin.,married,high.school,no,yes,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2166,36,admin.,single,high.school,no,no,yes,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2167,36,technician,married,university.degree,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2168,34,blue-collar,married,basic.6y,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
2169,21,student,single,high.school,no,no,no,oct,tue,1,0,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes
2170,44,blue-collar,married,basic.9y,no,yes,no,apr,mon,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2171,31,admin.,married,high.school,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2172,37,admin.,single,professional.course,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2173,37,technician,married,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2174,30,blue-collar,married,basic.9y,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2175,47,technician,divorced,professional.course,no,yes,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2176,41,admin.,divorced,high.school,no,no,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2177,33,technician,married,professional.course,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2178,57,technician,married,professional.course,no,yes,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
2179,29,services,single,university.degree,no,no,no,may,fri,5,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2180,33,admin.,divorced,university.degree,no,no,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
2181,40,admin.,divorced,professional.course,no,yes,yes,aug,fri,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2183,27,admin.,single,basic.9y,no,yes,yes,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2184,41,management,married,university.degree,no,no,no,may,fri,6,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2185,58,retired,married,basic.4y,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2186,28,blue-collar,married,basic.9y,no,no,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2187,55,admin.,divorced,high.school,no,yes,no,aug,tue,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes
2188,54,self-employed,married,university.degree,no,no,no,oct,thu,3,0,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,no
2189,56,management,divorced,university.degree,no,no,no,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2190,56,unemployed,divorced,high.school,no,yes,no,nov,fri,1,0,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
2191,40,technician,married,high.school,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2192,49,management,married,university.degree,no,no,no,jul,mon,4,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2193,30,admin.,single,university.degree,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2194,29,student,single,professional.course,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2195,31,admin.,single,university.degree,no,no,yes,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2196,30,admin.,married,high.school,no,no,no,may,wed,1,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
2197,34,admin.,divorced,university.degree,no,yes,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2198,44,entrepreneur,divorced,basic.4y,no,no,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2199,32,technician,single,university.degree,no,no,no,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2200,38,housemaid,divorced,university.degree,no,no,no,nov,wed,2,0,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes
2201,37,self-employed,married,university.degree,no,yes,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2202,29,technician,married,university.degree,no,no,no,jul,thu,23,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2203,30,admin.,single,university.degree,no,yes,no,aug,mon,12,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2204,54,management,married,university.degree,no,yes,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
2205,43,blue-collar,married,basic.9y,no,yes,yes,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2206,33,admin.,married,university.degree,no,no,no,may,wed,5,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2207,32,admin.,single,university.degree,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2208,57,retired,married,professional.course,no,yes,no,nov,thu,6,0,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,no
2209,29,admin.,married,university.degree,no,yes,no,aug,fri,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2210,36,entrepreneur,married,N/A,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2211,48,blue-collar,married,basic.9y,no,yes,no,may,tue,1,3,3,success,-1.8,93.876,-40.0,0.668,5008.7,yes
2212,30,blue-collar,married,basic.9y,no,yes,yes,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
2213,45,admin.,married,university.degree,no,yes,no,sep,fri,1,0,2,failure,-3.4,92.379,-29.8,0.741,5017.5,no
2214,42,blue-collar,married,basic.6y,no,yes,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2215,31,admin.,single,high.school,no,no,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2216,28,services,single,N/A,no,yes,no,may,tue,9,0,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
2217,53,services,married,N/A,no,yes,no,jun,tue,3,0,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
2218,58,admin.,married,university.degree,no,yes,no,oct,mon,1,0,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
2219,32,services,married,high.school,no,no,yes,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2220,31,unemployed,married,university.degree,no,no,no,aug,wed,3,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2221,53,blue-collar,married,basic.4y,no,no,no,nov,mon,1,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2222,53,admin.,married,basic.9y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2223,32,housemaid,married,university.degree,no,yes,yes,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2225,43,unemployed,married,basic.9y,no,yes,no,may,thu,2,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2226,44,housemaid,married,basic.4y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2227,45,blue-collar,married,high.school,no,no,no,aug,thu,3,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2228,41,blue-collar,married,N/A,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2229,64,admin.,married,N/A,no,yes,yes,aug,thu,1,0,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
2230,30,self-employed,married,university.degree,no,yes,no,jul,thu,10,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2231,31,technician,married,professional.course,no,no,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2232,27,admin.,single,high.school,no,no,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
2233,38,technician,married,professional.course,no,yes,yes,nov,wed,3,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2234,37,admin.,single,university.degree,no,no,yes,may,mon,1,0,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
2236,60,technician,divorced,professional.course,no,yes,no,may,wed,6,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2237,50,technician,divorced,professional.course,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2238,34,admin.,single,high.school,no,no,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2239,45,admin.,married,basic.6y,no,no,yes,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2240,39,services,single,professional.course,no,yes,no,may,thu,1,0,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
2241,36,blue-collar,married,basic.6y,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2242,34,management,married,high.school,no,yes,no,jul,tue,3,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
2243,31,blue-collar,divorced,high.school,no,yes,no,may,wed,1,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
2244,27,student,single,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2245,35,blue-collar,married,basic.6y,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2246,50,technician,married,university.degree,no,no,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2247,53,management,married,university.degree,no,yes,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2248,27,blue-collar,married,basic.4y,no,yes,no,may,thu,2,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2249,57,housemaid,married,university.degree,no,no,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2251,59,technician,married,basic.6y,no,no,no,may,thu,16,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2252,49,housemaid,married,professional.course,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2253,32,management,married,high.school,no,no,yes,nov,mon,2,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2254,34,unemployed,married,basic.9y,no,yes,no,may,thu,4,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2255,25,self-employed,single,university.degree,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
